word,definition,translation
yeshivah,n. an academy for the advanced study of Jewish texts (primarily the Talmud),"n. （培养拉比的）犹太神学院, 犹太高等学校； 犹太初等[中等]学校"
yesman,,n. (贬)唯唯诺诺的人
yesmen,,yesman的复数
yess,n. an affirmative,"adv. [no的对立面, 用于表示一致、同意、赞成、答应、肯定、确认]是, 是的；[用于进一步强调]不仅…而且：\nn. 是, 同意；赞成[表示肯定的答复]；赞同；赞成票；投赞成票的人[通常用aye]\nvt., vi. (对…)说“是” (to), 同意, 赞成："
yesses,plural of yess,"(yess 的复数) adv. [no的对立面, 用于表示一致、同意、赞成、答应、肯定、确认]是, 是的；[用于进一步强调]不仅…而且：\nn. 是, 同意；赞成[表示肯定的答复]；赞同；赞成票；投赞成票的人[通常用aye]\nvt., vi. (对…)说“是” (to), 同意, 赞成："
yessir,," （表示强调）的确, 完全同意"
yest,n. See Yeast.,n. 雅思特企业有限公司
yester,a. Last; last past; next before; of or pertaining to\n   yesterday.,a. 在这以前的；昨日的
yester-,,"表示“昨日的, 前此的”之义"
yesterday,n. the day immediately before today\nn. the recent past\nr. on the day preceding today\nr. in the recent past; only a short time ago,n. 昨天\nadv. 昨天
Yesterday it rained all day,,昨天整天下雨
yesterday morning,,昨天早上
Yesterday was Sunday,,昨天是星期天
yesterday week,,"上星期的昨天, 下星期的昨天"
yesterday's newspaper,,昨天的报纸
yesterdayness,,n. 近来
yesterdays,n. the day immediately before today\nn. the recent past,n. 昨天( yesterday的复数形式 )
yestereve,n. Alt. of Yester-evening,"n. 昨晚, 昨夜\nadv. 在昨晚"
yestereven,,"n. 昨晚, 昨夜\nadv. 在昨晚"
yesterevening,,"n. 昨晚, 昨夜\nadv. 在昨晚"
yestermorn,n. Alt. of Yester-morning,"n. 昨天早晨, 昨天早上\nadv. 在昨天早晨"
yestermorning,,"n. 昨天早晨, 昨天早上\nadv. 在昨天早晨"
yestern,a. Of or pertaining to yesterday; relating to the day last\n   past.,a. =yester[变体]
yesternight,n. The last night; the night last past.\nadv. On the last night.,在昨夜
yesternoon,n. The noon of yesterday; the noon last past.,"adv. , n. [古语] = yesterday noon"
yesterweek,n. The week last past; last week.,"adv. , n. [古语] = last week"
yesteryear,n the time that has elapsed,"n. 去年, 不久以前\nadv. 过去不久的岁月"
yeston,, 盈通
yestreen,n. Yester-evening; yesternight; last night.,"n. [苏格兰诗]昨夜, 昨晚\nadv. 在昨晚"
yesty,a. See Yeasty.,abbr. yesterday 昨天
yet,r. up to the present time\nr. within an indefinite time or at an unspecified future time,"adv. 还, 尚, 仍然, 已经, 然而\nconj. 然而"
yet again,,再一次
yet another,,"另外一个,还有一个…"
yet another reason,,再有一个理由
yet once more,,再一次
yet-to-be,,还没有\n尚未
yet-to-bes,plural of yet-to-be,(yet-to-be 的复数) 还没有\n尚未
yetapa,,异尾坝(产于巴西及阿根廷)
yeti,n a large hairy humanoid creature said to live in the Himalayas,n. 雪人
yetis,n. a large hairy humanoid creature said to live in the Himalayas,n. 雪人（等于Abominable Snowman）\nn. (Yeti)人名；(西)耶蒂
yetling,,[苏]普通铸铁锅
yetman,, [人名] 耶特曼; [地名] [澳大利亚] 耶特曼
yetnikoff,, [人名] 耶特尼科夫
Yetorofu,,择捉岛(日本北方四岛之一)
Yetta,,n. 耶特(f.)
yette,, [人名] 耶特
yeuk,,<苏格兰>n.痒
yeuking,-ing form of yeuk,(yeuk 的现在分词) <苏格兰>n.痒
yeun,,n. (Yeun)人名；(柬)延
yeung,,n. 洋扬阳杨（香港的拼音用法）
yeutter,, [人名] 尤特
yevele,, [人名] 伊夫利
Yevgeni Yevtushenko,,[网络] 叶夫盖尼·叶甫图申科；叶夫图申科；叶夫图申柯
Yevtushenko,,[网络] 叶甫图申科
yew,n. wood of a yew; especially the durable fine-grained light brown or red wood of the English yew valued for cabinetwork and archery bows\nn. any of numerous evergreen trees or shrubs having red cup-shaped berries and flattened needlelike leaves,n. 紫杉
yew family,,un. 紫杉科
yew tree,, [植物]紫衫
yewberry,,紫杉的果实
yewen,"a. Made of yew; as, yewen bows.",a. 用紫杉木做的
yews,n. wood of a yew; especially the durable fine-grained light brown or red wood of the English yew valued for cabinetwork and archery bows\nn. any of numerous evergreen trees or shrubs having red cup-shaped berries and flattened needlelike leaves,n. 紫杉( yew的复数形式 )
yezidi,n. Same as Izedi.,"n. 耶西迪人(阿尔美尼西的库尔德斯坦和高加索的一个宗教派别的人, 既信奉天主, 又崇敬魔鬼)"
Yezo,n the second largest of the four main islands of Japan; to the north of Honshu,虾夷(日本北部大岛北海道)
yf,,abbr. 黄热病（Yellow Fever）
yfs,-s form of yf,(yf 的第三人称 -s形式) abbr. 黄热病（Yellow Fever）
yft,,abbr. torpedo transportation lighter 鱼雷运输驳（美国海军舰船符号）
yg,,abbr. 黄绿色的（yellowish green）
Ygdrasil,n (Norse mythology) a huge ash tree whose roots and branches hold the earth and Heaven and Hell together,n. (北欧神话中的)乾坤树
Ygerne,,n. =Igraine [变体]
yggdrasil,n. (Norse mythology) a huge ash tree whose roots and branches hold the earth and Heaven and Hell together,n. [神话中的] 宇宙树
yggdrasill,,n. [神话中的] 宇宙树
yglesias,, [人名] 伊格莱西亚斯
ygomelus,,臀肢畸胎
yh,,abbr. 青年招待所（	youth hostel）；电焊机电缆；改性氯丁胶
YHA,,abbr. 青年招待所协会（Youth Hostels Association）
yhe,,abbr. Hope;  British Columbia;  Canada 加拿大; 不列颠哥伦比亚省
YHVH,,[网络] 耶和华；神；之名
YHWH,n a name for the God of the Old Testament as transliterated from the Hebrew consonants YHVH,n. (=YHVH) 耶和华
yi,n a Loloish language,n. 彝人；彝语
YiB,,[网络] 业；育；逡
Yichang,,n. 宜昌
yicker,,"vi.(鸟或其他动物)叽叽喳喳,发出重复短促的尖叫声"
yid,n (ethnic slur) offensive term for a Jew,n. 犹太人
Yiddish,n. a dialect of High German including some Hebrew and other words; spoken in Europe as a vernacular by many Jews; written in the Hebrew script,"n. 意第绪语,依地语(犹太人使用的国际语)\na. 意第绪语的,依地语,<俚>犹太人的"
Yiddishism,,n. 对依地语和依地文学的崇拜；依地语单词、短语或词义
Yiddishist,,n. Yiddishism的变形
yids,plural of yid\nn (ethnic slur) offensive term for a Jew,(yid 的复数) n. 犹太人
yield,"n. an amount of a product\nv. be the cause or source of\nv. give in, as to influence or pressure\nv. bring in","n. 生产量, 投资收益\nvt. 出产, 给予, 让出, 放弃, 使屈服\nvi. 出产, 屈服, 投降, 倒塌"
yield an account,,v. 报帐
yield away to temptation,,受诱惑
yield consent,,[法] 承诺
yield criteria,,[化] 屈服准则
yield curve,,[化] 收率曲线
yield deformation,,[化] 屈服变形
yield fruit,,"结果,取得成果"
yield gap,,[经] 政府债券收益与普通股票收益的差额
yield limit,,[化] 屈服极限
yield map,,[电] 屈服图
yield obedience to,,"服从,遵从…"
yield oneself prisoner,,"束手就擒, 投降受俘\n[法] 投降当俘虏"
yield oneself to pleasure,,"沉湎于享受,耽于欢乐"
yield oneself up,,放纵自己
yield place to,,"让位于,屈服于,被…所取代"
yield point,,[化] 屈服点
yield point test,,[化] 屈服点试验
yield possession,,[经] 让与所有权
yield precedence to,,"让…居先,优先考虑,优待…"
yield rate,,"[经] 收益率, 生利率"
yield returns,,产生利润
yield sth to,,把…让与…
yield strain,,[化] 屈服应变
yield strength,,"[计] 屈变力, 屈服强度\n[化] 屈服强度"
yield stress,,[化] 屈服应力
yield submission,,[法] 服从
yield temperature,,[化] 屈服温度; 流动温度
yield test,,[经] 收益率测验
yield the life,,"献出生命,死,去死"
yield the pale to,,"向某人认输,承认被某人打败,甘拜下风"
yield the palm to sb,,"承认被某人打败, 输给某人"
yield the palm to sb.,,"承认输给, 承认不如...好"
yield the track to,,屈服于…
yield to,,"让步于,屈服于,向…投降"
yield to maturity,,"[经] 到期日收益(报酬), 到期报酬率"
yield to necessity,,"为生活所迫,迫不得已,出于无奈"
yield to no remedy,,无可救药
yield to the dictatorship of,,屈服于…的独裁统治
yield up,,"放纵, 被迫放弃"
yield value,,[化] 增益值
yield variance,,[经] 实得差异
yieldability,,沉陷性
yieldable,a. Disposed to yield or comply., 可缩性的
yieldance,"n. The act of producing; yield; as, the yieldance of the\n   earth.\nn. The act of yielding; concession.","n. <古>屈服, 让步"
yielded,imp. & p. p. of Yield,"vt. 屈服, 投降（yield的过去式与过去分词形式）"
yielder,n a person who yields or surrenders,"n. 让步者, 屈服者,提供产品的人"
yielders,plural of yielder\nn a person who yields or surrenders,"(yielder 的复数) n.让步者, 屈服者,提供产品的人"
yielding,s. inclined to yield to argument or influence or control\ns. lacking stiffness and giving way to pressure\ns. tending to give in or surrender or agree,"a. 生产的, 屈从的, 柔顺的, 易弯曲的\n[化] 屈服"
yielding point,,"[计] 屈服点, 拐点\n[化] 屈服点"
yieldingly,r in an obedient manner,"adv. 易弯曲地, 柔顺地"
yieldly,,adv. 屈服地;生产地;支付地
yields,"n production of a certain amount\nn the income or profit arising from such transactions as the sale of land or other property\nn an amount of a product\nn the quantity of something (as a commodity) that is created (usually within a given period of time)\nv be the cause or source of\nv end resistance, as under pressure or force\nv give or supply\nv give over; surrender or relinquish to the physical control of another\nv give in, as to influence or pressure\nv move in order to make room for someone for something\nv cause to happen or be responsible for\nv be willing to concede\nv be fatally overwhelmed\nv bring in\nv be flexible under stress of physical force\nv cease opposition; stop fighting\nv consent reluctantly","n. 生产量, 投资效益（yield的复数形式）"
Yifeng,,翳风
yiff,,"n. 逸夫(指当代美国二三十岁的一些年轻人,轻视名利和业绩,追求个人生活舒适)[young individualistic freedom-minded few的首字母缩][young individualistic freedom-minded few的首字母缩合]"
YIG,,"n. 钇铁石榴石材料(具有低于石英的声衰减的一种合成材料,尤用于激光调节)"
yig device,,[电] 钇铁石榴石元件
yig filter,,[电] 钇铁石榴石滤波器
yig-tuned tunnel-diode oscillator,,[电] 钇铁石榴石调谐隧道二极管振荡器
yike,,"n. & vi.<澳口>争论,争吵,打架"
yikes,,int. <口>[表示惊讶]呀!
yikker,,"vi.(鸟或其他动物)叽叽喳喳,发出重复短促的尖叫声"
yill,,n. <苏格兰>麦芽酒
yim,,n. 严（姓）
Yiming,,翳明
yin,n. the dark negative feminine principle in Chinese dualistic cosmology,n. 中国思想里的“阴”（与“阳”相对）；中国的殷代；（苏格兰）一个（等于one）
yin-yang,, 阴阳
Yinchiao,,龈交
Yinchuan,,银川[宁夏回族自治区](旧译Yinchwan)
ying,,abbr. Yinglish （在美国讲的）搀杂意第绪语词语的英语，意第绪式英语（的）
yingcai,,硬彩
yinger,, [人名] 英杰
Yingkou,,营口
Yingkow,,营口(中国辽宁省一港市)
yingling,, [人名] 英林
Yinglish,,"n. & adj.(在美国讲的)搀杂意第绪语词语的英语(的),意第绪式英语(的)"
Yining,,n. 伊宁（伊犁哈萨克自治州的首府）
yins,plural of yin\nn. the dark negative feminine principle in Chinese dualistic cosmology,(yin 的复数) n. 中国思想里的“阴”（与“阳”相对）；中国的殷代；（苏格兰）一个（等于one）
yinshanite,,阴山石
yip,n. a sharp high-pitched cry (especially by a dog),"n. 犬吠声, 叫喊声\nvi. 尖声狂吠, 尖声叫喊"
yipe,,"int. 表示恐惧,惊讶,沮丧的声音"
yipped,,"v. 犬吠, 叫喊( yip的过去式和过去分词 )"
yippee,,"interj. (表示开心、快乐)咦吡, 好啊"
Yippee ki-yay,"This is the correct spelling, don't let anyone tell you otherwise. Commonly proceeded by the words [mother] and [fucker] and particularly used towards terrorists.\n> Watch Die Hard, where else you gonna find one?\n",
"Yippee ki-yay, motherfucker!","Catchphrase used by Bruce Willis In all of the Die Hard films.It only has context In the first movie but he says It In all of them.\r\n\r\nThe reason the phrase has context In the first one Is as follows:\r\n\r\nMain terrorist Hans:Mr. Mystery Guest are you still there?\r\n\r\nJohn Mcclane:Yeah I'm still here\r\n\r\nHans:Who are you exactly?Someone who watched too many action movies as a child and thinks he's John Wayne,Rambo,Lewis Stevens?\r\n\r\nMcclane:Actually I was kind of partial to Roy Rogers myself.Always liked those sequin shirts.\r\n\r\nHans:Do you really think you can stop us Mr.Cowboy?\r\n\r\nMcclane:Well,Yippie-Ki-Yay MotherFucker!\n> Do you really think you can stop us Mr.Cowboy?\n> Well,Yippee ki-yay, motherfucker!\n",
Yippie,,"[美 俚]易比派的一员(源出反对侵越战争的组织 YIP, 即 Youth International Party 青年国际党)"
yippie ki-yay,"An exclamation of joy popular with cowboys in the the mid 19th century US West.\n> Im An Old Cowhand\n> Artist: Frank Sinatra\n> I'm an old cowhand from the Rio Grande\n> But my legs ain't bowed\n> And my cheeks ain't tanned\n> I'm a cowboy who never saw a cow\n> Never roped a steer 'cause I don't know how\n> And I sure ain't fixin' to start in now\n> Yippie-yi-yo-ki-yay\n> Yippie-yi-yo-ki-yay\n> I'm an old cowhand from the Rio Grande\n> And I learned to ride\n> 'fore I learned to stand\n> I'm a ridin' fool who is up to date\n> I know every trail in the Lone Star state\n> 'cause I ride the range in a Ford V8\n> Yippie-yi-yo-ki-yay\n> Yippie-yi-yo-ki-yay\n> I know all the songs that the cowboys know\n> 'bout the big corral where the dogies go\n> 'cause I learned them all on the rad-ee-o\n> Hey, yippie-yi-yo-ki-yay\n> Yippie-yi-yo-ki-yay\n",
yippies,plural of yippy,(yippy 的复数) n. 年轻激进份子的自称
yipping,,"v. 犬吠, 叫喊( yip的现在分词 )"
yippy,,n. 年轻激进份子的自称
yips,n nervous tension that causes an athlete to fail (especially causes golfers to miss short putts)\nn a sharp high-pitched cry (especially by a dog)\nv bark in a high-pitched tone,"n. 犬吠, 叫喊声( yip的名词复数 )\nv. 犬吠, 叫喊( yip的第三人称单数 )"
yird,,"n. (=earth)陆地, 人间"
yirr,,"vi.<英方><苏格兰>狂吠,咆哮,怒吼"
yirshing,,pla. 宜兴
yis,adv. Yes.,abbr. Yisroel (Yiddish=Israel) （意第绪语）以色列
yishe,, [医]意舍
yishuv,, 伊休夫
Yisrael,,[网络] 以色列；以色列人
yit,conj. Yet.,"adv. <美俚>仍; 至今; 益发; 更\nconj. 然而, 但是"
Yitzhak,,n. (Yitzhak)人名；(以)伊扎克
yiu,,n. 姚（姓氏）
yiwu,, 义乌
yixing,, 宜兴
yj,,abbr. radar homing beacon 归航雷达信标（代号）
ykk,,abbr. Tajiri Kikai Kogyo Co; Ltd. <日本>田尻机械工业公司（代号）; Yamada Chemical Co.; Ltd. <日本>山田化学公司
yl,,abbr. 年轻女士（young lady）；屈服极限（yield limit）
yla,,abbr. Langara; British Columbia; Canada 加拿大; open landing lighter 敞舱登陆驳（美国海军舰船符号）
ylang ylang oil,,[医] 夷兰油(夷兰是产于马来西亚的一种乔木)
ylang-ylang,n evergreen Asian tree with aromatic greenish-yellow flowers yielding a volatile oil; widely grown in the tropics as an ornamental,n. 依兰(菲律宾产)\n[医] 夷兰(产于马来亚的一种乔木)
ylang-ylang oil,,[化] 依兰油
ylang-ylang ylene,,[医] 二价烃基
ylangene,,[化] 衣兰烯
yld,,abbr. yield 收益，收益率，产量
yle,n. Isle.,abbr. 少儿英语（Young Learners English）
ylem,n (cosmology) the original matter that (according to the big bang theory) existed before the formation of the chemical elements,n. 伊伦(宇宙演化论中所假设的最原始物质)
ylid,,n. [化]内鎓盐(式)
ylide,,[化] 叶立德; 内┹盐
ylla,,伊利亚
ym,,abbr. 基督教青年会（Young Men's Christian Association）
yma,, [医][=yeast morphology agar]酵母菌形态琼脂（培养基）
ymca,,abbr. 基督教青年会（Young Men's Christian Association）
YMCAs,,abbr. Young Men's Christian Association 基督教青年会
YMCMB,Y=Young\r\nM=Money\r\nC=Cash\r\nM=Money\r\nB=Billionaires\n\nThe combination of Young Money Entertainment and Cash Money Records.\n> DAMN!! Lil' Wayne and Birdman are some YMCMB ballers!!!\n,
YMHA,,abbr. 青年友谊会（Young Men ' s Hebrew Association）
Ymir,n (Norse mythology) the primeval giant slain by Odin and his brothers and from whose body they created the world: the sea from his blood; the earth from his flesh; the mountains from his bones; the sky from his skull,n. ( 北欧神话) 巨人始祖( 诸神用其遗体创造世界)
ymmv,,你的历程可能有所不同(your mileage may vary)
Ymodem,,[计] Ymodem协议
yn,,abbr. 云南（Yun Nan）
ynambu,"n. A South American tinamou (Rhynchotus rufescens); -- called\n   also perdiz grande, and rufous tinamou. See Illust. of Tinamou.", 棕鹊
ynamine,,[化] 炔胺
yngve,,n. (Yngve)人名；(芬、瑞典)英韦
ynp,,abbr. Yellowstone National Park <美国>黄石公园; Yosemite NP (California) 约塞米蒂国家公园（美国加利福尼亚州中部）; Youth National Party 国际青年党
yo,,"int. 唷（表示鼓励, 警告）；嗨（表示应答）"
Yo Dawg,"An internet [meme] used to describe an object placed within another similar object. Adapted from the TV show Pimp My Ride in which rapper Xzibit would [pimp out] one lucky persons [ride] with completely useless [shit].\n> ""Yo Dawg i herd you like cars so we put a car in yo car so you can drive while u drive.""\n",
yo mama,"1.  A phrase used as a formal declaration of defeat.  For example:  ""Kenneth replied  'yo mama' when he realized he could not counter his opponent's point.""\r\n\r\n2.  The principle part of a ""Yo Mama"" joke, usually entailing a description of  your mother being so ""something"" that ""something"" occurred as a result.\n> 1. Amy: You're so ugly!\n> Gwen: Yeah, well so's YO MAMA!\n> 2. ""Yo mama so fat, the last time she saw 90210 was on a scale!""\n> ""Yo mama so dumb, she thought a quarterback was a refund.""\n",
yo momma,"The answer to any question, when the correct answer could not be attained at the present time.\n> ""Please tell us who the first president of the USA was?""\n> ""Yo momma""\n> ""Dude, i just got an A+ on my math test""\n> ""Dude, I just got an A+ with yo momma!""\n",
yo-heave-ho,,n. 吆喝声
yo-ho,,interj. 唷嗬
yo-hope,,[网络] 哟希望
yo-yo,n. a toy consisting of a spool that is reeled up and down on a string by motions of the hand,n. 溜溜球
yo-yos,n. a toy consisting of a spool that is reeled up and down on a string by motions of the hand,n. 溜溜球（一种线轴般的玩具）( yo-yo的复数形式 )
yoakam,, [人名] 约卡姆
yoakum,, [地名] [美国] 约克姆
YOB,n a cruel and brutal fellow,"n. 粗鲁的年轻人, 小无赖, 乡巴佬"
yobbish,,"a. （男孩或男子）粗野的, 吵闹的, 暴力的"
yobbo,n a cruel and brutal fellow,-bos 小坏蛋；小流氓
yobbos,n. a cruel and brutal fellow,"n. 小坏蛋, 小流氓( yobbo的复数形式 )"
yobi,,岳比(妇女美容保健药)
yobo,n. a cruel and brutal fellow,n. 游手好闲的年轻人
yobs,n. a cruel and brutal fellow,n. <英俚>游手好闲且令人讨厌的人( yob的复数形式 )
yochim,,n. [姓氏]尤青
yochubio,,[医] 恙虫病
yock,,n. 大笑
yocto-,, 幺（科托）；亿亿亿分之一
yocum,, [人名] 约克姆
yod,,n. (=yodh)希伯来文第十个字母
yoda,,尤达（人名）
Yoda-like,,[网络] 尤达式
yodel,n. a songlike cry in which the voice fluctuates rapidly between the normal voice and falsetto\nv. sing by changing register; sing by yodeling,n. 真假嗓音反复变换的唱腔\nv. 用真假嗓音反复变换地唱
yodeled,, 岳得尔歌（一种流行与瑞士和奥地利山民间的民歌）
yodeler,,n. yodel的变形
yodeling,p. pr. & vb. n. of Yodle, 约德尔唱法
yodelled,v sing by changing register; sing by yodeling,v. 用真假嗓音陡然互换地唱( yodel的过去式和过去分词 )
yodeller,n. a singer who changes register rapidly (popular is Swiss folk songs),n. yodel的变形
yodellers,plural of yodeller,(yodeller 的复数) n. yodel的变形
yodelling,v sing by changing register; sing by yodeling,v. 用真假嗓音陡然互换地唱( yodel的现在分词 )
yodels,n a songlike cry in which the voice fluctuates rapidly between the normal voice and falsetto\nv sing by changing register; sing by yodeling,v. 用真假嗓音陡然互换地唱( yodel的第三人称单数 )
yoder,, [人名] 约德; [地名] [美国] 约德
yoderite,,紫硅铝镁石
yodh,,n. 希伯来语的第十个字母
yodization,,n. [语](用作半元音的字母y的)[j] 音化
yodle,"v. t. & i. To sing in a manner common among the Swiss and\n   Tyrolese mountaineers, by suddenly changing from the head voice, or\n   falsetto, to the chest voice, and the contrary; to warble.\nn. A song sung by yodeling, as by the Swiss mountaineers.",n. v.(=yodel)反复用真假嗓音互换唱歌
yodled, of Yodle,"vt., vi. yodle的变形"
yodler,n. One who yodels.,n. 互换唱歌 (yodle的变形)
yodling, of Yodle,"vt., vi. yodle的变形"
Yodowall,,搪瓷面冷轧钢板
yodoxin,,[医] 二碘烃基喹啉(商品名)
yoe,,abbr. year of entry 入口年
yoel,,n. (Yoel)人名；(西)约埃尔；(德)约尔
yoerger,, [人名] 约杰
yoest,, [人名] 约斯特
yofam,Yofam is a greeting from one person to another (mainly guys)\n> [Yofam] you cool what's going on\n,
yoffe,, [人名] 约夫
yoffie,,n. [姓氏]由飞; [人名] 约菲
yoga,n. Hindu discipline aimed at training the consciousness for a state of perfect spiritual insight and tranquility that is achieved through the three paths of actions and knowledge and devotion\nn. a system of exercises practiced as part of the Hindu discipline to promote control of the body and mind,n. 瑜珈
Yoga Pants,"Pants that make anyone look like they have an ass.\n> ""Damn when did Jillian get an ass"".\n> ""She doesn't, its just the yoga pants"".\n",
Yogacara,,[网络] 瑜伽行派；瑜珈行派；瑜珈派
Yogalates,,n. 瑜伽提斯；普拉斯（一种健身操）
yogasana,,[网络] 瑜伽体式习练；瑜伽体式练习；瑜珈体位法
yogh,,n. (中世纪英语中的)V字母(表示软腭音及腭音摩擦音)
yoghourt,n a custard-like food made from curdled milk,n. 酸乳酪
yoghourts,plural of yoghourt\nn a custard-like food made from curdled milk,(yoghourt 的复数) n. 酸乳酪
yoghurt,n a custard-like food made from curdled milk,"n. 酸乳, 酸奶"
yoghurt milk,,[医] 酸乳
yoghurts,n. a custard-like food made from curdled milk,n. 酸奶（等于yoghourt）；酸乳酪
yogi,n. one who practices yoga and has achieved a high level of spiritual insight,"n. 瑜伽派教师, 教瑜伽功者"
Yogi Bear,,瑜珈熊（美国通俗漫画角色的名字）
Yogi Berra,,[网络] 贝拉；约吉贝拉；尤奇·贝拉
yogic,a of or relating to yoga,a. 瑜伽的
yogic flying,, 瑜伽飞行（以莲花坐姿冥想时用手撑起身体）
yogin,n. United States baseball player (born 1925)\nn. one who practices yoga and has achieved a high level of spiritual insight,瑜珈修行者\n沉思默想者
yogini,,n. 瑜珈女修行者
yogins,,瑜珈修行者( yogi的名词复数 )；信奉瑜珈者；沉思默想者；神秘莫测的人
yogis,n. United States baseball player (born 1925)\nn. one who practices yoga and has achieved a high level of spiritual insight,n. 瑜珈修行者；瑜珈信徒；沉思或神秘的人\nn. (Yogi)人名；(英、印尼)约吉
yogism,,n. 瑜珈的教义;瑜珈
yogistic,,[网络] 瑜伽
yogo,, [地名] [日本] 余吴
yogoite,,等辉正长岩
yogurt,n. a custard-like food made from curdled milk,n. 酸乳酪\n[医] 酸乳
yogurts,plural of yogurt\nn. a custard-like food made from curdled milk,(yogurt 的复数) n. 酸乳酪\n[医] 酸乳
yogyakarta,, [地名] [印度尼西亚] 日惹
yohe,, [人名] 约埃
yohimbane,,育亨烷
yohimbe,,(=yohimbi)育亨宾树
yohimbe bark,,[医] 育亨宾[树]皮
yohimbehe,,育亨树皮
yohimbenine,,[医] 育亨宾宁硷
yohimbic acid,,[化] 育亨酸
yohimbine,,"n. [医]育亨宾(从茜草科柯楠树皮提炼出的生物碱),壮阳碱"
yohkoh,, “阳光”
yohmotonic,,一种毛发促进药
yohn,, [人名] 约恩
yoichi,,n. (Yoichi)人名；(日)代市(姓)\n余市
yoick,,v. 唷(催赶猎狗前进所发出的声音)
yoicks,interj. A cry of encouragement to foxhounds.,int. 催赶猎犬的声音
yoiless,,蛋氨酸、硝酸硫胺、维生素B2、硅酸铝、肝泰乐、脂肪酶复合制剂
Yoink,"An exclamation that, when uttered in conjunction with taking an object, immediately transfers ownership from the original owner to the person using the word regardless of previous property rights. \n> Though I cherished my automobile, I had to purchase a new one when my second cousin came up from behind me and politely exclaimed, ""Yoink"" while taking my car keys.\n",
yojan,"n. A measure of distance, varying from four to ten miles, but\n   usually about five.", 约简
yojana,, 约简
yojimbo,, [电影]用心棒
yok,,n. （美俚）哈哈大笑
yokan,,[网络] 予感；羊羹；预感
yoke,n. fabric comprising a fitted part at the top of a garment\nn. an oppressive power\nn. a pair of draft animals joined by a yoke,"n. 轭, 牛轭, 束缚\nvt. 给...上轭, 连接, 结合, 使匹配\nvi. 结合, 匹配\n[计] 磁轭; 磁头组; 偏转线圈"
yoke bone,,颧骨\n[医] 颧骨
yoke method,,[化] 磁轭法
yoke ring,,[电] 轭环
yoke-toed,"a. Having two toes in front and two behind, as the trogons\n   and woodpeckers.","a. [鸟]对生趾的, 脚掌前后有双趾的"
yoked,imp. & p. p. of Yoke,vt. 结合（yoke的过去式形式）
yoked muscles,,[医] 共动肌
yokefellow,"n. An associate or companion in, or as in; a mate; a\n   fellow; especially, a partner in marriage.","n. 同事, 配偶, 伙伴"
yokel,n. a person who is not very intelligent or interested in culture,"n. (贬)乡巴佬, 土包子, 乡下佬"
yokel-like,,[网络] 像yokel一样
yokelines,,横舵柄索
yokelish,s (of persons) lacking in refinement or grace,"a. 乡下人的, 乡土的"
yokels,n. a person who is not very intelligent or interested in culture,"n. 乡下佬, 土包子( yokel的复数形式 )"
yokemate,n. Same as Yokefellow.,"n. 同事, 伙伴, 配偶"
yokeropes,,横舵柄索
yokes,n fabric comprising a fitted part at the top of a garment\nn an oppressive power\nn two items of the same kind\nn a pair of draft animals joined by a yoke\nn support consisting of a wooden frame across the shoulders that enables a person to carry buckets hanging from each end\nn a connection (like a clamp or vise) between two things so they move together\nn stable gear that joins two draft animals at the neck so they can work together as a team\nv become joined or linked together\nv link with or as with a yoke\nv put a yoke on or join with a yoke,n. 轭( yoke的名词复数 ); 奴役; 轭形扁担; 上衣抵肩
yokich,, [人名] 约基克
yoking,v become joined or linked together\nv link with or as with a yoke\nv put a yoke on or join with a yoke,"n. 配轭, 矿区的分界"
Yokkaichi,,四日市[日本本州岛中南岸港市]
yoko,,n. 韩国伊可服饰
Yoko Ono,,[网络] 小野洋子；大野洋子；遗孀小野洋子
yokogawa,, [地名] [日本] 横川
yokohama,n. port city on southeastern Honshu in central Japan,n. 横滨（日本一城市名）
Yokosuka,,横须贺[日本本州岛东南岸港市](军事基地)
yokota,, [地名] [日本] 横田; [地名] [中非共和国] 约科塔
yokoyama,,n. (Yokoyama)人名；(日)横山(姓)
yokozuna,,(Jap) 横纲（相扑的三名最高级别之一）
yokuts,,n. (约库特人讲的)约库特语; 约库特人(美国加利福尼亚州的北美印第安人)
yola,,n. 约拉（尼日利亚东部城市）
yolanda,,n. 尤兰达（女子名）；（西）紫罗兰
Yolande,,"n. 约兰德(亦作Eolande,Yolanda)(f.)"
yolen,, [人名] 约伦
yolk,n. nutritive material of an ovum stored for the nutrition of an embryo (especially the yellow mass of a bird or reptile egg),"n. 蛋黄, 卵黄\n[医] 卵黄, 羊毛脂"
yolk agar,,[医] 卵黄琼脂
yolk bag,,卵黄囊
yolk blastopore,,[医] 卵黄胚孔
yolk cavity,,[医] 卵黄腔
yolk cells,,[医] 卵黄细胞
yolk cells cleavage,,[医] 卵黄分裂
yolk endoderm,,[医] 卵黄内胚层
yolk epithelium,,[医] 卵黄上皮
yolk granules,,[医] 卵黄粒
yolk membranes,,[医] 卵黄膜
yolk nuclei,,"[医] 卵黄核, 巴比阿尼氏核"
yolk of wool,,[医] 羊毛脂
yolk plug,,[医] 卵黄栓
yolk sac,,卵黄囊\n[医] 卵黄囊
yolk sac antigcns,,[医] 卵黄囊抗原
yolk skin,,[医] 卵黄膜
yolk stalk,,[医] 卵黄蒂
yolk-sac endoderm,,[医] 卵黄囊内胚层
yolk-sac entoderm,,[医] 卵黄囊内胚层
yolk-sac placenta,,"[医] 卵黄囊胎盘, 绒[毛]膜卵黄囊胎盘"
